,Effort,Strategy,Threshold,Listening_prob,AUCResult,AUCLow,AUCUpp,type,intervention cost,datacost,totalcost,costbenefit,mincost,maxcost
1989,10,Random 8,1,0.2,62.79589041,57.73972603,66.39726027,other,146,,146,0.430108838,0.395477576,0.454775755
1990,10,Random 8,1,0.8,82.03013699,81.57534247,82.5890411,other,146,,146,0.561850253,0.558735222,0.565678364
1991,10,Random 8,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
1992,10,Random 8,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2109,20,Random 8,1,0.2,74.25684932,72.32876712,76.8630137,other,348,,348,0.213381751,0.207841285,0.220870729
2110,20,Random 8,1,0.8,87.88630137,87.43835616,88.2739726,other,348,,348,0.252546843,0.251259644,0.253660841
2111,20,Random 8,3,0.2,8.145205479,7.301369863,8.945205479,other,348,,348,0.023405763,0.020980948,0.025704613
2112,20,Random 8,3,0.8,9.416438356,9.315068493,9.479452055,other,348,,348,0.027058731,0.026767438,0.027239805
2229,30,Random 8,1,0.2,79.19178082,76.53424658,82.19178082,other,502,,502,0.157752551,0.152458659,0.163728647
2230,30,Random 8,1,0.8,90.22054795,89.95890411,90.47945205,other,502,,502,0.179722207,0.179201004,0.180237952
2231,30,Random 8,3,0.2,17.00273973,15.17808219,18.01369863,other,502,,502,0.033869999,0.030235223,0.035883862
2232,30,Random 8,3,0.8,19.78424658,19.5890411,19.89041096,other,502,,502,0.03941085,0.039021994,0.039622333
1873,2,Random 9,1,0.2,47.80958904,40.08219178,57,other,52,,52,0.919415174,0.77081138,1.096153846
1874,2,Random 9,1,0.8,74.21643836,73.4109589,74.71232877,other,52,,52,1.427239199,1.41174921,1.436775553
1875,2,Random 9,3,0.2,1.27739726,0.657534247,1.630136986,other,52,,52,0.024565332,0.012644889,0.031348788
1876,2,Random 9,3,0.8,1.757534247,1.643835616,1.780821918,other,52,,52,0.033798736,0.031612223,0.034246575
1993,10,Random 9,1,0.2,69.71438356,66.16438356,73.04109589,other,146,,146,0.477495778,0.453180709,0.500281479
1994,10,Random 9,1,0.8,85.07739726,84.43835616,85.65753425,other,146,,146,0.582721899,0.578344905,0.58669544
1995,10,Random 9,3,0.2,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
1996,10,Random 9,3,0.8,2.739726027,2.739726027,2.739726027,other,146,,146,0.018765247,0.018765247,0.018765247
2113,20,Random 9,1,0.2,76.49315068,74.47945205,79.12328767,other,348,,348,0.219807904,0.214021414,0.227365769
2114,20,Random 9,1,0.8,88.54520548,88.08219178,88.87671233,other,348,,348,0.254440246,0.253109746,0.255392852
2115,20,Random 9,3,0.2,8.536986301,7.342465753,9.520547945,other,348,,348,0.02453157,0.02109904,0.027357896
2116,20,Random 9,3,0.8,10.46986301,10.16438356,10.53424658,other,348,,348,0.030085813,0.029207999,0.030270824
2233,30,Random 9,1,0.2,80.49589041,78.49315068,82.61643836,other,502,,502,0.160350379,0.156360858,0.164574578
2234,30,Random 9,1,0.8,90.03356164,89.73972603,90.23287671,other,502,,502,0.179349724,0.178764394,0.179746766
2235,30,Random 9,3,0.2,15.48082192,14.21917808,17.78082192,other,502,,502,0.030838291,0.028325056,0.035419964
2236,30,Random 9,3,0.8,27.57191781,25.94520548,28.42465753,other,502,,502,0.054924139,0.051683676,0.056622824
61,2,Wealth,1,0.2,43.04589041,28.2739726,50.15068493,Conventional,52,2200,2252,0.019114516,0.01255505,0.022269398
62,2,Wealth,1,0.4,65.3890411,59.06849315,69.2739726,Conventional,52,2200,2252,0.029035986,0.026229349,0.030761089
63,2,Wealth,1,0.6,71.73424658,69.42465753,73.38356164,Conventional,52,2200,2252,0.031853573,0.030828001,0.032585951
64,2,Wealth,1,0.8,73.34041096,72.31506849,74.12328767,Conventional,52,2200,2252,0.03256679,0.032111487,0.032914426
65,2,Wealth,1,1,74.7260274,74.7260274,74.7260274,Conventional,52,2200,2252,0.033182073,0.033182073,0.033182073
66,2,Wealth,3,0.2,0.547945205,0.547945205,0.547945205,Conventional,52,2200,2252,0.000243315,0.000243315,0.000243315
67,2,Wealth,3,0.4,0.547945205,0.547945205,0.547945205,Conventional,52,2200,2252,0.000243315,0.000243315,0.000243315
68,2,Wealth,3,0.6,0.547945205,0.547945205,0.547945205,Conventional,52,2200,2252,0.000243315,0.000243315,0.000243315
69,2,Wealth,3,0.8,0.547945205,0.547945205,0.547945205,Conventional,52,2200,2252,0.000243315,0.000243315,0.000243315
70,2,Wealth,3,1,0.547945205,0.547945205,0.547945205,Conventional,52,2200,2252,0.000243315,0.000243315,0.000243315
181,10,Wealth,1,0.2,64.22808219,58.90410959,68.50684932,Conventional,146,2200,2346,0.027377699,0.025108316,0.029201556
182,10,Wealth,1,0.4,77.7369863,75.79452055,79.30136986,Conventional,146,2200,2346,0.03313597,0.03230798,0.0338028
183,10,Wealth,1,0.6,81.24726027,80.50684932,82.09589041,Conventional,146,2200,2346,0.034632251,0.034316645,0.034993986
184,10,Wealth,1,0.8,82.29794521,81.42465753,82.83561644,Conventional,146,2200,2346,0.035080113,0.034707868,0.035309299
185,10,Wealth,1,1,83.17808219,83.17808219,83.17808219,Conventional,146,2200,2346,0.035455278,0.035455278,0.035455278
186,10,Wealth,3,0.2,3.763013699,2.98630137,4.219178082,Conventional,146,2200,2346,0.001604013,0.001272933,0.001798456
187,10,Wealth,3,0.4,4.3,4.02739726,4.465753425,Conventional,146,2200,2346,0.001832907,0.001716708,0.001903561
188,10,Wealth,3,0.6,4.409589041,3.808219178,4.520547945,Conventional,146,2200,2346,0.00187962,0.001623282,0.001926917
189,10,Wealth,3,0.8,4.485616438,4.383561644,4.520547945,Conventional,146,2200,2346,0.001912027,0.001868526,0.001926917
190,10,Wealth,3,1,4.520547945,4.520547945,4.520547945,Conventional,146,2200,2346,0.001926917,0.001926917,0.001926917
301,20,Wealth,1,0.2,76.6760274,73.53424658,78.67123288,Conventional,348,2200,2548,0.030092632,0.028859594,0.03087568
302,20,Wealth,1,0.4,85.97123288,85.20547945,87.05479452,Conventional,348,2200,2548,0.033740672,0.033440141,0.034165932
303,20,Wealth,1,0.6,88.17123288,87.78082192,88.7260274,Conventional,348,2200,2548,0.034604095,0.034450872,0.034821832
304,20,Wealth,1,0.8,88.73356164,88.28767123,89.05479452,Conventional,348,2200,2548,0.034824789,0.034649792,0.034950861
305,20,Wealth,1,1,89.30136986,89.30136986,89.30136986,Conventional,348,2200,2548,0.035047633,0.035047633,0.035047633
306,20,Wealth,3,0.2,9.368493151,6.95890411,10.84931507,Conventional,348,2200,2548,0.003676803,0.002731124,0.004257973
307,20,Wealth,3,0.4,11.47054795,9.136986301,12.47945205,Conventional,348,2200,2548,0.004501785,0.003585944,0.004897744
308,20,Wealth,3,0.6,12.1390411,11.35616438,12.7260274,Conventional,348,2200,2548,0.004764145,0.004456893,0.004994516
309,20,Wealth,3,0.8,12.59246575,11.84931507,12.76712329,Conventional,348,2200,2548,0.004942098,0.004650438,0.005010645
310,20,Wealth,3,1,12.78082192,12.78082192,12.78082192,Conventional,348,2200,2548,0.005016021,0.005016021,0.005016021
421,30,Wealth,1,0.2,80.37465753,78.46575342,82.91780822,Conventional,502,2200,2702,0.029746357,0.029039879,0.030687568
422,30,Wealth,1,0.4,87.35410959,86.61643836,88.38356164,Conventional,502,2200,2702,0.032329426,0.032056417,0.032710423
423,30,Wealth,1,0.6,89.41369863,88.73972603,89.87671233,Conventional,502,2200,2702,0.033091672,0.032842238,0.033263032
424,30,Wealth,1,0.8,89.92808219,89.60273973,90.2739726,Conventional,502,2200,2702,0.033282044,0.033161636,0.033410056
425,30,Wealth,1,1,90.50684932,90.50684932,90.50684932,Conventional,502,2200,2702,0.033496243,0.033496243,0.033496243
426,30,Wealth,3,0.2,18.72876712,15.69863014,21.20547945,Conventional,502,2200,2702,0.006931446,0.005810004,0.007848068
427,30,Wealth,3,0.4,28.51643836,22.36986301,30.78082192,Conventional,502,2200,2702,0.010553826,0.008279002,0.011391866
428,30,Wealth,3,0.6,31.80342466,30.73972603,32.67123288,Conventional,502,2200,2702,0.011770327,0.011376657,0.0120915
429,30,Wealth,3,0.8,33.05753425,32.10958904,33.8630137,Conventional,502,2200,2702,0.012234469,0.011883638,0.012532574
430,30,Wealth,3,1,34.1369863,34.1369863,34.1369863,Conventional,502,2200,2702,0.01263397,0.01263397,0.01263397
1,2,Cluster 1,1,0.2,33.1390411,17.7260274,43.47945205,other,52,,52,0.637289252,0.340885142,0.836143309
2,2,Cluster 1,1,0.8,67.38972603,66.46575342,68.19178082,other,52,,52,1.29595627,1.278187566,1.3113804
3,2,Cluster 1,3,0.2,0.745205479,0.547945205,0.821917808,other,52,,52,0.014330875,0.010537408,0.015806112
4,2,Cluster 1,3,0.8,0.819178082,0.808219178,0.821917808,other,52,,52,0.015753425,0.015542677,0.015806112
5,2,Cluster 2,1,0.2,49.93972603,42.91780822,59.09589041,other,52,,52,0.960379347,0.825342466,1.136459431
6,2,Cluster 2,1,0.8,76.91027397,75.54794521,77.67123288,other,52,,52,1.47904373,1.4528451,1.493677555
7,2,Cluster 2,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
8,2,Cluster 2,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
9,2,Cluster 3,1,0.2,34.08150685,10.05479452,55.52054795,other,52,,52,0.655413593,0.193361433,1.067702845
10,2,Cluster 3,1,0.8,69.30205479,68.1369863,69.93150685,other,52,,52,1.332731823,1.31032666,1.34483667
11,2,Cluster 3,3,0.2,0.94109589,0.698630137,1.082191781,other,52,,52,0.018097998,0.013435195,0.02081138
12,2,Cluster 3,3,0.8,1.069863014,1.054794521,1.082191781,other,52,,52,0.020574289,0.02028451,0.02081138
13,2,Cluster 4,1,0.2,43.7109589,32.1369863,55.52054795,other,52,,52,0.840595364,0.618018967,1.067702845
14,2,Cluster 4,1,0.8,74.09383562,71.67123288,75.09589041,other,52,,52,1.424881454,1.37829294,1.444151739
15,2,Cluster 4,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
16,2,Cluster 4,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
17,2,Cluster 5,1,0.2,52.08013699,43.28767123,58.38356164,other,52,,52,1.001541096,0.832455216,1.122760801
18,2,Cluster 5,1,0.8,76.08630137,74.64383562,76.76712329,other,52,,52,1.463198103,1.435458377,1.476290832
19,2,Cluster 5,3,0.2,2.203424658,1.438356164,2.479452055,other,52,,52,0.042373551,0.027660695,0.04768177
20,2,Cluster 5,3,0.8,2.658219178,2.547945205,2.684931507,other,52,,52,0.0511196,0.048998946,0.051633298
21,2,Cluster 6,1,0.2,55.73424658,48.79452055,63.4109589,other,52,,52,1.071812434,0.938356164,1.219441517
22,2,Cluster 6,1,0.8,77.10479452,76.12328767,77.56164384,other,52,,52,1.48278451,1.463909378,1.491570074
23,2,Cluster 6,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
24,2,Cluster 6,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
25,2,Cluster 7,1,0.2,30.8130137,7.232876712,46.60273973,other,52,,52,0.592557956,0.139093783,0.896206533
26,2,Cluster 7,1,0.8,68.76164384,64.65753425,70.76712329,other,52,,52,1.322339305,1.24341412,1.360906217
27,2,Cluster 7,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
28,2,Cluster 7,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
29,2,Cluster 8,1,0.2,37.75684932,28.69863014,47.31506849,other,52,,52,0.726093256,0.551896733,0.909905163
30,2,Cluster 8,1,0.8,70.29452055,67.94520548,71.54794521,other,52,,52,1.351817703,1.306638567,1.375922023
31,2,Cluster 8,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
32,2,Cluster 8,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
33,2,Cluster 9,1,0.2,46.43150685,39.16438356,53.19178082,other,52,,52,0.892913593,0.753161222,1.022918862
34,2,Cluster 9,1,0.8,75.10821918,74.19178082,75.71232877,other,52,,52,1.44438883,1.426765016,1.456006322
35,2,Cluster 9,3,0.2,0.746575342,0.547945205,0.821917808,other,52,,52,0.014357218,0.010537408,0.015806112
36,2,Cluster 9,3,0.8,0.819178082,0.794520548,0.821917808,other,52,,52,0.015753425,0.015279241,0.015806112
37,2,Cluster 10,1,0.2,38.67260274,29.60273973,45.2739726,other,52,,52,0.743703899,0.569283456,0.870653319
38,2,Cluster 10,1,0.8,70.09589041,69.31506849,70.73972603,other,52,,52,1.347997893,1.332982086,1.360379347
39,2,Cluster 10,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
40,2,Cluster 10,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
41,2,Cluster 11,1,0.2,51.94109589,39.02739726,58.30136986,other,52,,52,0.998867229,0.75052687,1.12118019
42,2,Cluster 11,1,0.8,76.93561644,76.05479452,77.43835616,other,52,,52,1.479531085,1.462592202,1.489199157
43,2,Cluster 11,3,0.2,0.918493151,0.561643836,1.082191781,other,52,,52,0.01766333,0.010800843,0.02081138
44,2,Cluster 11,3,0.8,1.073972603,1.054794521,1.082191781,other,52,,52,0.020653319,0.02028451,0.02081138
45,2,Cluster 12,1,0.2,16.03287671,2.945205479,27.01369863,other,52,,52,0.308324552,0.056638567,0.519494204
46,2,Cluster 12,1,0.8,57.92054795,53.31506849,60.57534247,other,52,,52,1.113856691,1.025289779,1.164910432
47,2,Cluster 12,3,0.2,0.805479452,0.753424658,0.821917808,other,52,,52,0.015489989,0.014488936,0.015806112
48,2,Cluster 12,3,0.8,0.821917808,0.821917808,0.821917808,other,52,,52,0.015806112,0.015806112,0.015806112
49,2,Cluster 13,1,0.2,55.43219178,42.8630137,61.82191781,other,52,,52,1.066003688,0.824288725,1.188883035
50,2,Cluster 13,1,0.8,77.14863014,76.08219178,77.7260274,other,52,,52,1.483627503,1.463119073,1.494731296
51,2,Cluster 13,3,0.2,0.769178082,0.671232877,0.821917808,other,52,,52,0.014791886,0.012908325,0.015806112
52,2,Cluster 13,3,0.8,0.817123288,0.808219178,0.821917808,other,52,,52,0.015713909,0.015542677,0.015806112
53,2,Cluster 14,1,0.2,29.57328767,20.39726027,39.1369863,other,52,,52,0.568717071,0.392255005,0.752634352
54,2,Cluster 14,1,0.8,64.28356164,62.31506849,65.17808219,other,52,,52,1.236222339,1.198366702,1.253424658
55,2,Cluster 14,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
56,2,Cluster 14,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
57,2,Cluster 15,1,0.2,30.2869863,4.452054795,50.64383562,other,52,,52,0.582442044,0.085616438,0.973919916
58,2,Cluster 15,1,0.8,68.11643836,64.7260274,69.46575342,other,52,,52,1.309931507,1.244731296,1.335879874
59,2,Cluster 15,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
60,2,Cluster 15,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
61,2,Cluster 16,1,0.2,54.7869863,44.79452055,61.04109589,other,52,,52,1.05359589,0.861433087,1.173867229
62,2,Cluster 16,1,0.8,78.28082192,77.35616438,78.71232877,other,52,,52,1.505400421,1.487618546,1.51369863
63,2,Cluster 16,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
64,2,Cluster 16,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
65,2,Cluster 17,1,0.2,42.27328767,35.97260274,51.21917808,other,52,,52,0.81294784,0.691780822,0.984984194
66,2,Cluster 17,1,0.8,70.83972603,70.23287671,71.49315068,other,52,,52,1.362302424,1.350632244,1.374868282
67,2,Cluster 17,3,0.2,2.634246575,1.671232877,3.205479452,other,52,,52,0.050658588,0.032139094,0.061643836
68,2,Cluster 17,3,0.8,3.42739726,3.287671233,3.452054795,other,52,,52,0.065911486,0.063224447,0.066385669
69,2,Cluster 18,1,0.2,37.48150685,13.78082192,50.36986301,other,52,,52,0.720798209,0.265015806,0.968651212
70,2,Cluster 18,1,0.8,71.07328767,67.94520548,72.28767123,other,52,,52,1.366793994,1.306638567,1.390147524
71,2,Cluster 18,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
72,2,Cluster 18,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
73,2,Cluster 19,1,0.2,50.36849315,43.69863014,55.36986301,other,52,,52,0.968624868,0.840358272,1.064805058
74,2,Cluster 19,1,0.8,75.60136986,74.87671233,76.2739726,other,52,,52,1.453872497,1.439936776,1.466807165
75,2,Cluster 19,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
76,2,Cluster 19,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
77,2,Cluster 20,1,0.2,48.53219178,36.01369863,56.26027397,other,52,,52,0.93331138,0.692571128,1.081928346
78,2,Cluster 20,1,0.8,74.57534247,73.89041096,75.08219178,other,52,,52,1.434141201,1.420969442,1.443888303
79,2,Cluster 20,3,0.2,0.980136986,0.794520548,1.082191781,other,52,,52,0.018848788,0.015279241,0.02081138
80,2,Cluster 20,3,0.8,1.079452055,1.054794521,1.082191781,other,52,,52,0.020758693,0.02028451,0.02081138
81,2,Cluster 21,1,0.2,44.79794521,33.67123288,53.60273973,other,52,,52,0.861498946,0.647523709,1.030821918
82,2,Cluster 21,1,0.8,72.60068493,71.47945205,73.1369863,other,52,,52,1.396167018,1.374604847,1.406480506
83,2,Cluster 21,3,0.2,0.260273973,0.260273973,0.260273973,other,52,,52,0.005005269,0.005005269,0.005005269
84,2,Cluster 21,3,0.8,0.260273973,0.260273973,0.260273973,other,52,,52,0.005005269,0.005005269,0.005005269
85,2,Cluster 22,1,0.2,46.91506849,38.1369863,54.19178082,other,52,,52,0.902212856,0.733403583,1.042149631
86,2,Cluster 22,1,0.8,74.62465753,73.71232877,75.20547945,other,52,,52,1.435089568,1.417544784,1.44625922
87,2,Cluster 22,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
88,2,Cluster 22,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
89,2,Cluster 23,1,0.2,47.22671233,38.42465753,55.24657534,other,52,,52,0.908206006,0.738935722,1.062434141
90,2,Cluster 23,1,0.8,73.71917808,72.56164384,74.47945205,other,52,,52,1.417676502,1.395416228,1.432297155
91,2,Cluster 23,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
92,2,Cluster 23,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
93,2,Cluster 24,1,0.2,33.16506849,26.04109589,43.20547945,other,52,,52,0.637789779,0.500790306,0.830874605
94,2,Cluster 24,1,0.8,67.59931507,64.61643836,69.2739726,other,52,,52,1.299986828,1.242623815,1.332191781
95,2,Cluster 24,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
96,2,Cluster 24,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
97,2,Cluster 25,1,0.2,34.04657534,24.39726027,43.65753425,other,52,,52,0.654741834,0.469178082,0.839567966
98,2,Cluster 25,1,0.8,65.96027397,64.35616438,66.60273973,other,52,,52,1.268466807,1.237618546,1.280821918
99,2,Cluster 25,3,0.2,1.436986301,1.260273973,1.547945205,other,52,,52,0.027634352,0.024236038,0.029768177
100,2,Cluster 25,3,0.8,1.6,1.575342466,1.602739726,other,52,,52,0.030769231,0.030295047,0.030821918
101,2,Cluster 26,1,0.2,45.62465753,36.5890411,53.84931507,other,52,,52,0.87739726,0.703635406,1.035563751
102,2,Cluster 26,1,0.8,74.66780822,72.2739726,75.39726027,other,52,,52,1.435919389,1.389884089,1.449947313
103,2,Cluster 26,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
104,2,Cluster 26,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
105,2,Cluster 27,1,0.2,34.43150685,22.01369863,48,other,52,,52,0.662144362,0.423340358,0.923076923
106,2,Cluster 27,1,0.8,66.10821918,64.7260274,66.89041096,other,52,,52,1.271311907,1.244731296,1.286354057
107,2,Cluster 27,3,0.2,1.55890411,1.136986301,1.780821918,other,52,,52,0.029978925,0.021865121,0.034246575
108,2,Cluster 27,3,0.8,1.817808219,1.794520548,1.821917808,other,52,,52,0.03495785,0.034510011,0.035036881
109,2,Cluster 28,1,0.2,47.99041096,39.69863014,56.47945205,other,52,,52,0.922892518,0.763435195,1.086143309
110,2,Cluster 28,1,0.8,76.24931507,75.10958904,76.76712329,other,52,,52,1.466332982,1.444415174,1.476290832
111,2,Cluster 28,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
112,2,Cluster 28,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
113,2,Cluster 29,1,0.2,17.27739726,0.739726027,39.63013699,other,52,,52,0.33225764,0.014225501,0.762118019
114,2,Cluster 29,1,0.8,65.60821918,58.34246575,68.04109589,other,52,,52,1.261696523,1.121970495,1.308482613
115,2,Cluster 29,3,0.2,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
116,2,Cluster 29,3,0.8,0.547945205,0.547945205,0.547945205,other,52,,52,0.010537408,0.010537408,0.010537408
117,2,Cluster 30,1,0.2,47.79452055,36.42465753,55.54794521,other,52,,52,0.919125395,0.700474183,1.068229715
118,2,Cluster 30,1,0.8,74.51164384,74,75.05479452,other,52,,52,1.432916228,1.423076923,1.443361433
119,2,Cluster 30,3,0.2,0.963013699,0.808219178,1.068493151,other,52,,52,0.018519494,0.015542677,0.020547945
120,2,Cluster 30,3,0.8,1.079452055,1.054794521,1.082191781,other,52,,52,0.020758693,0.02028451,0.02081138
121,10,Cluster 1,1,0.2,61.80684932,58.80821918,65.87671233,other,146,,146,0.423334584,0.402796022,0.451210358
122,10,Cluster 1,1,0.8,81.14726027,80.42465753,81.60273973,other,146,,146,0.555803153,0.550853819,0.558922875
123,10,Cluster 1,3,0.2,2.712328767,2.643835616,2.726027397,other,146,,146,0.018577594,0.018108463,0.018671421
124,10,Cluster 1,3,0.8,2.726027397,2.726027397,2.726027397,other,146,,146,0.018671421,0.018671421,0.018671421
125,10,Cluster 2,1,0.2,70.72123288,67.4109589,73.73972603,other,146,,146,0.484392006,0.461718897,0.505066617
126,10,Cluster 2,1,0.8,85.25958904,84.91780822,85.50684932,other,146,,146,0.583969788,0.581628823,0.585663351
127,10,Cluster 2,3,0.2,7.942465753,6.753424658,9.054794521,other,146,,146,0.05440045,0.046256333,0.062019141
128,10,Cluster 2,3,0.8,11.83219178,11.24657534,12.04109589,other,146,,146,0.081042409,0.077031338,0.08247326
129,10,Cluster 3,1,0.2,67.98972603,64.67123288,71.82191781,other,146,,146,0.465683055,0.44295365,0.491930944
130,10,Cluster 3,1,0.8,84.22260274,83.61643836,84.53424658,other,146,,146,0.576867142,0.572715331,0.579001689
131,10,Cluster 3,3,0.2,3.755479452,3.191780822,4.123287671,other,146,,146,0.025722462,0.021861512,0.028241696
132,10,Cluster 3,3,0.8,4.206849315,4.136986301,4.219178082,other,146,,146,0.028814036,0.028335523,0.02889848
133,10,Cluster 4,1,0.2,67.24178082,64.24657534,70.50684932,other,146,,146,0.460560143,0.440045037,0.482923625
134,10,Cluster 4,1,0.8,83.21369863,82.73972603,83.49315068,other,146,,146,0.56995684,0.566710452,0.571870895
135,10,Cluster 4,3,0.2,6.263013699,4.136986301,7.767123288,other,146,,146,0.042897354,0.028335523,0.053199475
136,10,Cluster 4,3,0.8,10.09726027,9.383561644,10.34246575,other,146,,146,0.069159317,0.06427097,0.070838807
137,10,Cluster 5,1,0.2,66.04520548,62.36986301,69.39726027,other,146,,146,0.452364421,0.427190843,0.475323701
138,10,Cluster 5,1,0.8,83.83972603,83.08219178,84.2739726,other,146,,146,0.574244699,0.569056108,0.57721899
139,10,Cluster 5,3,0.2,2.951369863,2.739726027,3.01369863,other,146,,146,0.020214862,0.018765247,0.020641771
140,10,Cluster 5,3,0.8,3.010958904,3,3.01369863,other,146,,146,0.020623006,0.020547945,0.020641771
141,10,Cluster 6,1,0.2,70.96506849,66.36986301,74.67123288,other,146,,146,0.486062113,0.454588103,0.511446801
142,10,Cluster 6,1,0.8,85.22191781,84.73972603,85.64383562,other,146,,146,0.583711766,0.580409082,0.586601614
143,10,Cluster 6,3,0.2,3.167808219,2.97260274,3.287671233,other,146,,146,0.021697317,0.020360293,0.022518296
144,10,Cluster 6,3,0.8,3.281506849,3.246575342,3.287671233,other,146,,146,0.022476074,0.022236817,0.022518296
145,10,Cluster 7,1,0.2,64.29178082,57.30136986,68.35616438,other,146,,146,0.440354663,0.392475136,0.468192907
146,10,Cluster 7,1,0.8,83.4869863,82.94520548,83.79452055,other,146,,146,0.571828673,0.568117846,0.573935072
147,10,Cluster 7,3,0.2,3.289726027,3.054794521,3.520547945,other,146,,146,0.02253237,0.02092325,0.024113342
148,10,Cluster 7,3,0.8,3.517123288,3.479452055,3.534246575,other,146,,146,0.024089886,0.023831863,0.024207168
149,10,Cluster 8,1,0.2,65.82260274,60.39726027,68.65753425,other,146,,146,0.450839745,0.413679865,0.470257084
150,10,Cluster 8,1,0.8,83.29794521,82.7260274,83.7260274,other,146,,146,0.570533871,0.566616626,0.573465941
151,10,Cluster 8,3,0.2,8.821232877,7.260273973,10.46575342,other,146,,146,0.060419403,0.049727904,0.071683243
152,10,Cluster 8,3,0.8,12.74246575,12.36986301,12.87671233,other,146,,146,0.087277163,0.084725089,0.08819666
153,10,Cluster 9,1,0.2,61.39931507,54.8630137,66.19178082,other,146,,146,0.420543254,0.375774066,0.453368362
154,10,Cluster 9,1,0.8,81.76164384,81.12328767,82.16438356,other,146,,146,0.560011259,0.555638957,0.56276975
155,10,Cluster 9,3,0.2,3.805479452,3.479452055,4,other,146,,146,0.026064928,0.023831863,0.02739726
156,10,Cluster 9,3,0.8,4.062328767,4.02739726,4.068493151,other,146,,146,0.02782417,0.027584913,0.027866391
157,10,Cluster 10,1,0.2,70.79246575,65.39726027,74.56164384,other,146,,146,0.484879902,0.44792644,0.510696191
158,10,Cluster 10,1,0.8,85.60205479,85.12328767,85.97260274,other,146,,146,0.586315444,0.583036217,0.588853443
159,10,Cluster 10,3,0.2,5.698630137,5.164383562,6.164383562,other,146,,146,0.039031713,0.03537249,0.042221805
160,10,Cluster 10,3,0.8,6.418493151,6.383561644,6.438356164,other,146,,146,0.043962282,0.043723025,0.04409833
161,10,Cluster 11,1,0.2,67.68013699,62.8630137,72.71232877,other,146,,146,0.463562582,0.430568587,0.498029649
162,10,Cluster 11,1,0.8,83.69041096,83.16438356,83.97260274,other,146,,146,0.573221993,0.569619065,0.575154813
