,Effort,Strategy,Threshold,Listening_prob,AUCResult,AUCLow,AUCUpp,type,intervention cost,datacost,totalcost,costbenefit,mincost,maxcost
395,30,Cluster 9,3,0.2,13.25205479,11.47945205,14.84931507,other,502,,502,0.026398516,0.022867434,0.029580309
396,30,Cluster 9,3,0.8,16.86712329,16.54794521,17.10958904,other,502,,502,0.033599847,0.032964034,0.034082847
397,30,Cluster 10,1,0.2,74.58972603,70.76712329,77.64383562,other,502,,502,0.148585112,0.140970365,0.154668995
398,30,Cluster 10,1,0.8,87.49178082,87.15068493,87.71232877,other,502,,502,0.174286416,0.173606942,0.174725755
399,30,Cluster 10,3,0.2,14.2869863,12.04109589,16.05479452,other,502,,502,0.028460132,0.023986247,0.031981662
400,30,Cluster 10,3,0.8,19.56369863,18.84931507,19.84931507,other,502,,502,0.038971511,0.037548436,0.039540468
401,30,Cluster 11,1,0.2,81.03424658,79.56164384,82.36986301,other,502,,502,0.161422802,0.15848933,0.164083392
402,30,Cluster 11,1,0.8,89.90958904,89.73972603,90.08219178,other,502,,502,0.179102767,0.178764394,0.179446597
403,30,Cluster 11,3,0.2,18.16986301,16.78082192,19.5890411,other,502,,502,0.036194946,0.033427932,0.039021994
404,30,Cluster 11,3,0.8,22.86506849,22.61643836,23.02739726,other,502,,502,0.045547945,0.045052666,0.045871309
405,30,Cluster 12,1,0.2,79.34794521,77.71232877,80.87671233,other,502,,502,0.158063636,0.154805436,0.161108989
406,30,Cluster 12,1,0.8,89.66164384,89.42465753,89.84931507,other,502,,502,0.178608852,0.178136768,0.178982699
407,30,Cluster 12,3,0.2,18.71917808,16.34246575,20.95890411,other,502,,502,0.037289199,0.032554713,0.041750805
408,30,Cluster 12,3,0.8,29.78493151,29,30.39726027,other,502,,502,0.059332533,0.057768924,0.060552311
409,30,Cluster 13,1,0.2,76.7,74.43835616,79.83561644,other,502,,502,0.152788845,0.148283578,0.159035093
410,30,Cluster 13,1,0.8,88.47945205,88.2739726,88.63013699,other,502,,502,0.176253889,0.175844567,0.176554058
411,30,Cluster 13,3,0.2,18.00479452,16,20.24657534,other,502,,502,0.035866125,0.03187251,0.040331823
412,30,Cluster 13,3,0.8,23.26849315,22.90410959,23.46575342,other,502,,502,0.04635158,0.045625716,0.046744529
413,30,Cluster 14,1,0.2,78.58972603,76.49315068,80.50684932,other,502,,502,0.156553239,0.152376794,0.16037221
414,30,Cluster 14,1,0.8,89.45684932,89.17808219,89.69863014,other,502,,502,0.178200895,0.177645582,0.17868253
415,30,Cluster 14,3,0.2,15.32876712,13.53424658,16.71232877,other,502,,502,0.030535393,0.026960651,0.033291492
416,30,Cluster 14,3,0.8,18.22671233,17.87671233,18.42465753,other,502,,502,0.036308192,0.035610981,0.036702505
417,30,Cluster 15,1,0.2,77.03630137,74.89041096,78.80821918,other,502,,502,0.153458768,0.149184086,0.156988484
418,30,Cluster 15,1,0.8,89.16027397,88.89041096,89.30136986,other,502,,502,0.177610108,0.177072532,0.177891175
419,30,Cluster 15,3,0.2,13.63767123,12.94520548,14.38356164,other,502,,502,0.027166676,0.025787262,0.028652513
420,30,Cluster 15,3,0.8,14.9760274,14.80821918,15.04109589,other,502,,502,0.029832724,0.029498445,0.029962342
421,30,Cluster 16,1,0.2,79.9739726,77.23287671,81.71232877,other,502,,502,0.159310702,0.153850352,0.162773563
422,30,Cluster 16,1,0.8,90.82260274,90.61643836,90.98630137,other,502,,502,0.180921519,0.180510833,0.181247612
423,30,Cluster 16,3,0.2,16.68013699,14.84931507,18.83561644,other,502,,502,0.033227365,0.029580309,0.037521148
424,30,Cluster 16,3,0.8,26.38150685,23.91780822,27.60273973,other,502,,502,0.052552802,0.047645036,0.054985537
425,30,Cluster 17,1,0.2,80.95958904,78.82191781,82.5890411,other,502,,502,0.161274082,0.157015773,0.164520002
426,30,Cluster 17,1,0.8,90.44657534,90.19178082,90.69863014,other,502,,502,0.180172461,0.179664902,0.180674562
427,30,Cluster 17,3,0.2,23.22945205,21.69863014,25.20547945,other,502,,502,0.046273809,0.043224363,0.050210118
428,30,Cluster 17,3,0.8,28.61164384,28.2739726,28.82191781,other,502,,502,0.056995306,0.056322655,0.057414179
429,30,Cluster 18,1,0.2,78.53013699,76.36986301,80.60273973,other,502,,502,0.156434536,0.152131201,0.160563227
430,30,Cluster 18,1,0.8,89.51643836,89.21917808,89.82191781,other,502,,502,0.178319598,0.177727446,0.178928123
431,30,Cluster 18,3,0.2,18.2609589,16.93150685,19.61643836,other,502,,502,0.036376412,0.033728101,0.03907657
432,30,Cluster 18,3,0.8,21.76849315,21.53424658,21.94520548,other,502,,502,0.043363532,0.042896906,0.043715549
433,30,Cluster 19,1,0.2,81.26986301,79.75342466,83.63013699,other,502,,502,0.161892157,0.158871364,0.166593898
434,30,Cluster 19,1,0.8,91.10616438,90.87671233,91.35616438,other,502,,502,0.181486383,0.181029307,0.181984391
435,30,Cluster 19,3,0.2,17.71917808,15.54794521,19.63013699,other,502,,502,0.035297167,0.030972002,0.039103859
436,30,Cluster 19,3,0.8,31.53767123,29.79452055,33,other,502,,502,0.062824046,0.059351635,0.065737052
437,30,Cluster 20,1,0.2,80.68972603,78.60273973,82.34246575,other,502,,502,0.160736506,0.156579163,0.164028816
438,30,Cluster 20,1,0.8,91.09041096,90.87671233,91.2739726,other,502,,502,0.181455002,0.181029307,0.181820663
439,30,Cluster 20,3,0.2,15.92465753,14.97260274,17.24657534,other,502,,502,0.031722425,0.029825902,0.034355728
440,30,Cluster 20,3,0.8,23.50205479,21.28767123,24.20547945,other,502,,502,0.046816842,0.04240572,0.048218087
441,30,Cluster 21,1,0.2,81.08972603,79.28767123,82.83561644,other,502,,502,0.161533319,0.157943568,0.165011188
442,30,Cluster 21,1,0.8,90.53493151,90.35616438,90.65753425,other,502,,502,0.180348469,0.179992359,0.180592698
443,30,Cluster 21,3,0.2,15.77876712,13.82191781,18.50684932,other,502,,502,0.031431807,0.027533701,0.036866234
444,30,Cluster 21,3,0.8,24.30958904,23.76712329,24.71232877,other,502,,502,0.048425476,0.047344867,0.049227747
445,30,Cluster 22,1,0.2,79.45616438,76.68493151,80.75342466,other,502,,502,0.158279212,0.152758828,0.160863396
446,30,Cluster 22,1,0.8,89.72328767,89.47945205,89.90410959,other,502,,502,0.178731649,0.17824592,0.179091852
447,30,Cluster 22,3,0.2,14.85821918,13.15068493,16.8630137,other,502,,502,0.029598046,0.026196584,0.033591661
448,30,Cluster 22,3,0.8,19.82808219,19.30136986,20.04109589,other,502,,502,0.039498172,0.038448944,0.039922502
449,30,Cluster 23,1,0.2,77.35410959,75.87671233,79.52054795,other,502,,502,0.154091852,0.151148829,0.158407466
450,30,Cluster 23,1,0.8,88.23082192,87.94520548,88.47945205,other,502,,502,0.175758609,0.175189652,0.176253889
451,30,Cluster 23,3,0.2,11.99178082,10.71232877,12.91780822,other,502,,502,0.02388801,0.0213393,0.025732686
452,30,Cluster 23,3,0.8,14.06986301,13.82191781,14.20547945,other,502,,502,0.028027616,0.027533701,0.028297768
453,30,Cluster 24,1,0.2,80.95821918,79.34246575,82.30136986,other,502,,502,0.161271353,0.158052721,0.163946952
454,30,Cluster 24,1,0.8,90.08219178,89.95890411,90.21917808,other,502,,502,0.179446597,0.179201004,0.179719478
455,30,Cluster 24,3,0.2,18.25479452,17.10958904,20.24657534,other,502,,502,0.036364133,0.034082847,0.040331823
456,30,Cluster 24,3,0.8,22.30684932,21.95890411,22.43835616,other,502,,502,0.044435955,0.043742837,0.044697921
457,30,Cluster 25,1,0.2,80.28013699,78.79452055,81.69863014,other,502,,502,0.159920592,0.156961196,0.162746275
458,30,Cluster 25,1,0.8,89.89041096,89.69863014,90.1369863,other,502,,502,0.179064564,0.17868253,0.17955575
459,30,Cluster 25,3,0.2,14.58082192,13.94520548,15.35616438,other,502,,502,0.029045462,0.027779294,0.030589969
460,30,Cluster 25,3,0.8,16.38493151,16.32876712,16.43835616,other,502,,502,0.032639306,0.032527425,0.032745729
461,30,Cluster 26,1,0.2,75.74178082,73.90410959,77.89041096,other,502,,502,0.150880041,0.147219342,0.155160181
462,30,Cluster 26,1,0.8,87.82671233,87.4109589,88.06849315,other,502,,502,0.17495361,0.174125416,0.175435245
463,30,Cluster 26,3,0.2,16.85205479,15.45205479,18.10958904,other,502,,502,0.03356983,0.030780986,0.036074879
464,30,Cluster 26,3,0.8,19.86917808,19.71232877,19.94520548,other,502,,502,0.039580036,0.039267587,0.039731485
465,30,Cluster 27,1,0.2,78.10753425,76.39726027,80.34246575,other,502,,502,0.155592698,0.152185777,0.160044752
466,30,Cluster 27,1,0.8,89.29863014,88.57534247,89.60273973,other,502,,502,0.177885717,0.176444905,0.178491513
467,30,Cluster 27,3,0.2,8.980821918,8.178082192,9.589041096,other,502,,502,0.017890084,0.016291,0.019101675
468,30,Cluster 27,3,0.8,9.704109589,9.589041096,9.739726027,other,502,,502,0.019330896,0.019101675,0.019401845
469,30,Cluster 28,1,0.2,79.18493151,77.09589041,80.71232877,other,502,,502,0.157738907,0.153577471,0.160781531
470,30,Cluster 28,1,0.8,89.46986301,89.21917808,89.65753425,other,502,,502,0.178226819,0.177727446,0.178600666
471,30,Cluster 28,3,0.2,12.82191781,11.35616438,14.02739726,other,502,,502,0.025541669,0.022621841,0.027943022
472,30,Cluster 28,3,0.8,16.28972603,16.08219178,16.43835616,other,502,,502,0.032449653,0.032036239,0.032745729
473,30,Cluster 29,1,0.2,82.76232877,81.04109589,84.68493151,other,502,,502,0.164865197,0.161436446,0.168695083
474,30,Cluster 29,1,0.8,92.24589041,92.01369863,92.38356164,other,502,,502,0.183756754,0.18329422,0.184030999
475,30,Cluster 29,3,0.2,20.10547945,17.73972603,22.35616438,other,502,,502,0.040050756,0.0353381,0.044534192
476,30,Cluster 29,3,0.8,29.31643836,28.2739726,29.78082192,other,502,,502,0.05839928,0.056322655,0.059324346
477,30,Cluster 30,1,0.2,80.80068493,78.19178082,83.28767123,other,502,,502,0.16095754,0.15576052,0.165911696
478,30,Cluster 30,1,0.8,90.04383562,89.73972603,90.19178082,other,502,,502,0.17937019,0.178764394,0.179664902
479,30,Cluster 30,3,0.2,16.73356164,15.05479452,18.05479452,other,502,,502,0.033333788,0.029989631,0.035965726
480,30,Cluster 30,3,0.8,20.34109589,20.19178082,20.43835616,other,502,,502,0.040520111,0.040222671,0.040713857
